"",".model","Item","Type","Market",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1"
"1","STL_ARIMA","Beans","Retail","Dambulla","Test",-88.7095706102693,118.116021464763,101.716747198736,-21.552595779561,23.649829160867,NA,NA,0.406263368354736
"2","STL_ARIMA","Beans","Retail","Pettah","Test",-207.849407267401,226.621613171468,207.849407267401,-37.6602216204716,37.6602216204716,NA,NA,0.482757580464229
"3","STL_ARIMA","Beans","Wholesale","Dambulla","Test",-82.0909966024374,109.542494801046,92.4803688928992,-21.4510883236435,23.225806696137,NA,NA,0.318647743018489
"4","STL_ARIMA","Beans","Wholesale","Pettah","Test",-102.865985373722,154.453638673511,123.914576218069,-23.5423196746329,26.8435869135338,NA,NA,0.622205278751445
"5","STL_ARIMA","Big Onion (Imp)","Retail","Dambulla","Test",5.14839544363211,22.3207183439858,15.8258605839221,1.78682836365393,9.42572574049951,NA,NA,0.304032150869101
"6","STL_ARIMA","Big Onion (Imp)","Retail","Pettah","Test",-13.2779138799905,21.0925359284306,19.9369466407966,-8.09568169819271,10.9505735912266,NA,NA,0.704266866500117
"7","STL_ARIMA","Big Onion (Imp)","Wholesale","Dambulla","Test",2.72700974612899,17.0800986159786,11.9191584450004,0.514967234258889,8.23641086377245,NA,NA,0.0573824056318989
"8","STL_ARIMA","Big Onion (Imp)","Wholesale","Pettah","Test",-17.7669282337211,23.8918732897562,22.3960773684046,-13.4232296147292,16.0958975768943,NA,NA,0.771451823901328
"9","STL_ARIMA","Brinjal","Retail","Dambulla","Test",-80.117087281986,106.318296766026,88.3221435073475,-35.1312509317542,36.9345599922732,NA,NA,0.715717833236769
"10","STL_ARIMA","Brinjal","Retail","Pettah","Test",-19.1832443139161,77.8161858213195,61.7127627555425,-12.3590423596035,22.0972112228475,NA,NA,0.793647209028112
"11","STL_ARIMA","Brinjal","Wholesale","Dambulla","Test",-86.4903930000507,105.688640523911,91.6046584377943,-41.9321134413894,43.1354700149761,NA,NA,0.73937990216116
"12","STL_ARIMA","Brinjal","Wholesale","Pettah","Test",-24.9719751251663,87.7469855070355,70.4021350363561,-20.5410726489061,32.2832649480359,NA,NA,0.838279092994179
"13","STL_ARIMA","Cabbage","Retail","Dambulla","Test",-13.5480213711682,28.5384825569553,22.0189277534438,-6.90524209056752,10.3840404853969,NA,NA,0.578543926915195
"14","STL_ARIMA","Cabbage","Retail","Pettah","Test",27.2478599174386,39.0305545018718,30.397901769253,8.45893997669808,9.66037028732134,NA,NA,0.61059397454771
"15","STL_ARIMA","Cabbage","Wholesale","Dambulla","Test",13.1620725101197,24.5748523379206,19.0837821438234,6.47181342751968,9.83668767452892,NA,NA,0.388679453459649
"16","STL_ARIMA","Cabbage","Wholesale","Pettah","Test",-14.6026129567784,43.4195135655436,40.4619083989427,-8.9856689799676,17.653158788761,NA,NA,0.807273610889162
"17","STL_ARIMA","Carrot","Retail","Dambulla","Test",7.54985857847309,101.101857837561,86.4629391997241,-0.364282760570988,24.6432541569784,NA,NA,0.891113767294869
"18","STL_ARIMA","Carrot","Retail","Pettah","Test",31.876718049062,87.0214884403795,74.3409707861818,7.18496972958102,18.0954216812749,NA,NA,0.935014498906246
"19","STL_ARIMA","Carrot","Wholesale","Dambulla","Test",48.2522791077356,102.610250982522,81.578685898268,13.0472187047519,24.5358491960554,NA,NA,0.870266410114198
"20","STL_ARIMA","Carrot","Wholesale","Pettah","Test",43.1484038696735,92.5850766088761,76.0465752972568,11.1951979866072,20.8092866706537,NA,NA,0.931129545224143
"21","STL_ARIMA","Green Chilli","Retail","Dambulla","Test",-72.6729316621749,122.80816431349,104.835717544149,-13.9200175242972,17.5884341777499,NA,NA,0.468757704713924
"22","STL_ARIMA","Green Chilli","Retail","Pettah","Test",-16.9108449880992,165.726752602961,121.119879817643,-8.21585101206572,19.1396955805646,NA,NA,0.677016889394178
"23","STL_ARIMA","Green Chilli","Wholesale","Dambulla","Test",-72.5294867037979,124.078987123673,105.913826814256,-14.8059327682561,18.7604052556593,NA,NA,0.470223192760039
"24","STL_ARIMA","Green Chilli","Wholesale","Pettah","Test",-22.6462894554771,169.507433859486,121.200080231676,-10.8380684927913,22.0966122084884,NA,NA,0.680529136738537
"25","STL_ARIMA","Lime","Retail","Dambulla","Test",-42.8068930267103,50.2635356347565,43.8807846517918,-29.6892614152744,30.2697433747779,NA,NA,0.468999802489306
